Species	Woodiness
Primula involucrata	not assigned
Primula japonica	herbaceous
Primula kewensis	not assigned
Primula macrocalyx	herbaceous
Primula macrophylla	herbaceous
Primula magellanica	not assigned
Primula malacoides	herbaceous
Primula media	not assigned
Primula megalocarpa	not assigned
Primula minima	herbaceous
Primula obconica	herbaceous
Primula officinalis	not assigned
Primula pamirica	herbaceous
Primula parryi	herbaceous
Primula polyantha	not assigned
Primula polyneura	not assigned
Primula pubescens	herbaceous
Primula pulverulenta	not assigned
Primula ruprechtii	herbaceous
Primula scandinavica	herbaceous
Primula scotica	herbaceous
Primula sibthorpii	herbaceous
Primula sikkimensis	not assigned
Primula sinensis	herbaceous
Primula smithiana	not assigned
Primula specuicola	not assigned
Primula stricta	herbaceous
Primula suffrutescens	herbaceous
Primula tangutica	herbaceous
Primula tschuktschorum	herbaceous
Primula turkestanica	herbaceous
Primula veris	herbaceous
Primula viali	not assigned
Primula vulgaris	herbaceous
Pringlea antiscorbutica	not assigned
Prinsepia sinensis	not assigned
Prinsepia uniflora	woody
Prinsepia utilis	not assigned
Priogymnanthus hasslerianus	not assigned
Prionostemma aspera	woody
Prionotes cerinthoides	not assigned
Prioria balsamifera	not assigned
Prioria copaifera	woody
Prioria mannii	not assigned
Prioria oxyphylla	not assigned
Prismatocarpus diffusus	not assigned
Prismatocarpus roelloides	herbaceous
Prismatomeris beccariana	not assigned
Prismatomeris brachypus	not assigned
Prismatomeris tetrandra	not assigned
Pristimera andina	not assigned
Pristimera arborea	not assigned
Pristimera celastroides	not assigned
Pristimera longipetiolata	not assigned
Pristimera nervosa	woody
Pristimera plumbea	not assigned
Pritchardia affinis	woody
Pritchardia filifera	not assigned
Pritchardia hillebrandi	not assigned
Pritchardia kaalae	not assigned
Pritchardia munroi	woody
Pritchardia remota	not assigned
Pritzelago alpina	herbaceous
Priva africana	not assigned
Priva aspera	not assigned
Priva lappulacea	not assigned
Proboscidea althaeifolia	herbaceous
Proboscidea fragrans	not assigned
Proboscidea louisianica	herbaceous
Proboscidea parviflora	not assigned
Proboscidea triloba	not assigned
Prockia crucis	woody
Procris crenata	conflicting (herbaceous vs. woody)
Procris laevigata	not assigned
Procris pedunculata	herbaceous
Proiphys amboinensis	herbaceous
Pronephrium cuspidatum	(fern)
Proserpinaca palustris	not assigned
Prosopidastrum globosum	woody
Prosopis affinis	not assigned
Prosopis africana	woody
Prosopis alba	woody
Prosopis algarobilla	woody
Prosopis alpataco	woody
Prosopis argentina	not assigned
Prosopis caldenia	woody
Prosopis chilensis	woody
Prosopis cineraria	not assigned
Prosopis denudans	woody
Prosopis farcta	not assigned
Prosopis flexuosa	woody
Prosopis glandulosa	woody
Prosopis juliflora	woody
Prosopis kuntzei	not assigned
Prosopis laevigata	woody
Prosopis lampa	not assigned
Prosopis nigra	woody
Prosopis odorata	not assigned
Prosopis pallida	woody
Prosopis pubescens	not assigned
Prosopis rubriflora	not assigned
Prosopis ruscifolia	not assigned
Prosopis sericantha	woody
Prosopis spicigera	not assigned
Prosopis strombulifera	woody
Prosopis tamarugo	woody
Prosopis torquata	woody
Prosopis velutina	not assigned
Prostanthera behriana	not assigned
Prostanthera cineolifera	not assigned
Prostanthera cuneata	not assigned
Prostanthera decussata	not assigned
Prostanthera denticulata	not assigned
Prostanthera eurybioides	not assigned
Prostanthera galbraithiae	not assigned
Prostanthera howelliae	not assigned
Prostanthera incana	not assigned
Prostanthera incisa	not assigned
Prostanthera junonis	not assigned
Prostanthera lasianthos	not assigned
Prostanthera linearis	not assigned
Prostanthera melissifolia	not assigned
Prostanthera monticola	not assigned
Prostanthera nivea	not assigned
Prostanthera ovalifolia	not assigned
Prostanthera rhombea	not assigned
Prostanthera rotundifolia	not assigned
Prostanthera saxicola	not assigned
Prostanthera scutellarioides	not assigned
Prostanthera spinosa	not assigned
Prostanthera staurophylla	not assigned
Prostanthera striatiflora	woody
Prostanthera verticillaris	not assigned
Prostanthera walteri	not assigned
Protea acaulos	woody
Protea acuminata	not assigned
Protea amplexicaulis	not assigned
Protea angolensis	not assigned
Protea angustata	not assigned
Protea arborea	woody
Protea aurea	not assigned
Protea barbigera	not assigned
Protea bracteolaris	woody
Protea burchellii	woody
Protea caffra	not assigned
Protea compacta	woody
Protea comptonii	not assigned
Protea cordata	woody
Protea coriacea	not assigned
Protea coronata	not assigned
Protea cryophila	not assigned
Protea cynaroides	not assigned
Protea eximia	not assigned
Protea glabra	woody
Protea grandiflora	not assigned
Protea heckmanniana	not assigned
Protea humiflora	not assigned
Protea laevis	not assigned
Protea lanceolata	not assigned
Protea latifolia	not assigned
Protea laurifolia	woody
Protea lepidocarpodendron	woody
Protea longifolia	not assigned
Protea lorifolia	not assigned
Protea madiensis	not assigned
Protea magnifica	not assigned
Protea marginata	not assigned
Protea mellifera	not assigned
Protea mundii	not assigned
Protea namaquana	not assigned
Protea nana	not assigned
Protea neriifolia	woody
Protea nitida	woody
Protea obtusifolia	woody
Protea petiolaris	not assigned
Protea pityphylla	not assigned
Protea punctata	not assigned
Protea recondita	not assigned
Protea repens	woody
Protea rosacea	not assigned
Protea roupelliae	not assigned
Protea scabra	not assigned
Protea scorzonerifolia	not assigned
Protea speciosa	woody
Protea subulifolia	not assigned
Protea subvestita	not assigned
Protea susannae	woody
Protea welwitschii	not assigned
Protea witzenbergiana	not assigned
Protium altsonii	woody
Protium amazonicum	woody
Protium apiculatum	woody
Protium aracouchili	woody
Protium aracouchini	woody
Protium bangii	not assigned
Protium beandon	woody
Protium brasiliense	woody
Protium brillanodu	not assigned
Protium calanense	not assigned
Protium carnosum	woody
Protium carolense	woody
Protium confusum	woody
Protium copal	woody
Protium correae	woody
Protium costaricense	woody
Protium crassifolium	woody
Protium crassipetalum	woody
Protium crenatum	woody
Protium cuneatum	woody
Protium decandrum	woody
Protium divaricatum	not assigned
Protium ferrugineum	woody
Protium fimbriatum	woody
Protium gallosum	woody
Protium giganteum	woody
Protium glabrescens	woody
Protium glabrum	woody
Protium grandifolium	woody
Protium grannodu	not assigned
Protium guianense	woody
Protium hebetatum	woody
Protium heptapetalum	woody
Protium heptaphyllum	woody
Protium insigne	woody
Protium javanicum	woody
Protium kleinii	woody
Protium krukoffii	not assigned
Protium krukofii	woody
Protium llewelynii	woody
Protium madagascariense	woody
Protium neglectum	woody
Protium nitidifolium	woody
Protium nodulosum	woody
Protium opacum	woody
Protium ovatum	woody
Protium pallidum	not assigned
Protium panamense	woody
Protium paniculatum	woody
Protium paraense	woody
Protium pedicellatum	woody
Protium pilosissimum	not assigned
Protium pilosum	woody
Protium pittieri	woody
Protium poeppigianum	not assigned
Protium polybotryum	woody
Protium puncticulatum	woody
Protium ravenii	woody
Protium robustum	woody
Protium rubrum	not assigned
Protium sagotianum	woody
Protium schomburgkianum	woody
Protium serrata	woody
Protium serratum	woody
Protium spruceanum	woody
Protium subserratum	woody
Protium tenuifolium	woody
Protium trifoliatum	not assigned
Protium trifoliolatum	woody
Protium unifoliolatum	woody
Protomegabaria stapfiana	woody
Protorhus ditimena	woody
Protorhus longifolia	not assigned
Protorhus sericea	woody
Protorhus thouarsii	woody
Protorhus viguieri	woody
Proustia cinerea	woody
Proustia cuneifolia	not assigned
Proustia ilicifolia	not assigned
Proustia pungens	not assigned
Proustia pyrifolia	not assigned
Prumnopitys amara	not assigned
Prumnopitys andina	woody
Prumnopitys ferruginea	woody
Prumnopitys harmsiana	not assigned
Prumnopitys ladei	not assigned
Prumnopitys taxifolia	woody
Prumnopitys totara	not assigned
Prunella asiatica	not assigned
Prunella dissecta	not assigned
Prunella grandiflora	herbaceous
Prunella intermedia	not assigned
Prunella laciniata	herbaceous
Prunella spuria	not assigned
Prunella tenuifolium	not assigned
Prunella vulgaris	herbaceous
Prunus acuminata	not assigned
Prunus adenopoda	not assigned
Prunus africana	woody
Prunus alleghaniensis	woody
Prunus americana	woody
Prunus amygdalus	not assigned
Prunus andersonii	not assigned
Prunus angustifolia	woody
Prunus annularis	woody
Prunus ansu	not assigned
Prunus apetala	not assigned
Prunus arabica	not assigned
Prunus arborea	not assigned
Prunus armeniaca	woody
Prunus avium	woody
Prunus beccarii	not assigned
Prunus besseyi	not assigned
Prunus brachybotrya	woody
Prunus brachypoda	woody
Prunus brasiliensis	not assigned
Prunus brigantina	not assigned
Prunus brittoniana	not assigned
Prunus bucharica	not assigned
Prunus buergeriana	not assigned
Prunus campanulata	not assigned
Prunus capuli	not assigned
Prunus carolina	not assigned
Prunus caroliniana	woody
Prunus cerasia	not assigned
Prunus cerasifera	woody
Prunus cerasoides	not assigned
Prunus cerasus	woody
Prunus ceylanica	not assigned
Prunus chamissoana	not assigned
Prunus clarofolia	not assigned
Prunus cocomilia	not assigned
Prunus communis	not assigned
Prunus conradinae	not assigned
Prunus cornifolia	not assigned
Prunus cornuta	not assigned
Prunus cortapico	not assigned
Prunus davidiana	woody
Prunus debilis	woody
Prunus detrita	woody
Prunus dielsiana	woody
Prunus divaricata	not assigned
Prunus domestica	woody
Prunus dulcis	not assigned
Prunus emarginata	woody
Prunus eminens	not assigned
Prunus fasciculata	not assigned
Prunus fenzliana	not assigned
Prunus ferruginea	not assigned
Prunus fordiana	not assigned
Prunus fremontii	not assigned
Prunus fruticans	not assigned
Prunus fruticosa	woody
Prunus gazelle-peninsulae	not assigned
Prunus glandulosa	not assigned
Prunus grayana	woody
Prunus grisea	not assigned
Prunus guanaiensis	not assigned
Prunus henryi	not assigned
Prunus holosericea	not assigned
Prunus humilis	not assigned
Prunus hypotricha	not assigned
Prunus ilicifolia	woody
Prunus incam	not assigned
Prunus incisa	not assigned
Prunus insititia	not assigned
Prunus jamasakura	not assigned
Prunus japonica	not assigned
Prunus javanica	not assigned
Prunus kansuensis	not assigned
Prunus korshinskyi	not assigned
Prunus lannesiana	not assigned
Prunus latifolia	not assigned
Prunus laurocerasus	woody
Prunus leveilleana	not assigned
Prunus lundelliana	woody
Prunus lusitanica	woody
Prunus lyoni	not assigned
Prunus lyonii	not assigned
Prunus maackii	not assigned
Prunus mahaleb	woody
Prunus mandshurica	not assigned
Prunus maritima	woody
Prunus martabanica	not assigned
Prunus maximowiczii	not assigned
Prunus mexicana	not assigned
Prunus microcarpa	not assigned
Prunus minutiflora	not assigned
Prunus mira	not assigned
Prunus mume	not assigned
Prunus munsoniana	woody
Prunus myrobalana	not assigned
Prunus myrtifolia	woody
Prunus napaulensis	not assigned
Prunus nepalensis	not assigned
Prunus nigra	woody
Prunus nipponica	not assigned
Prunus nivalis	not assigned
Prunus novoleontis	not assigned
Prunus obtusata	not assigned
Prunus occidentalis	not assigned
Prunus padus	woody
Prunus parvifolia	not assigned
Prunus pendula	not assigned
Prunus pensylvanica	woody
Prunus persica	woody
Prunus perulata	not assigned
Prunus phaeosticta	not assigned
Prunus pilosiuscula	woody
Prunus pissardi	not assigned
Prunus polystachya	woody
Prunus prionophylla	not assigned
Prunus prostrata	not assigned
Prunus pseudo-cerasus	not assigned
Prunus pullei	not assigned
Prunus pumila	woody
Prunus pygmaea	not assigned
Prunus racemosa	not assigned
Prunus ramburei	not assigned
Prunus reine-claude	not assigned
Prunus reticulata	not assigned
Prunus rhamnoides	not assigned
Prunus rigida	not assigned
Prunus rufa	not assigned
Prunus salicina	not assigned
Prunus samydoides	not assigned
Prunus sargentii	woody
Prunus schlechteri	not assigned
Prunus sellowii	woody
Prunus serotina	woody
Prunus serrula	not assigned
Prunus serrulata	not assigned
Prunus setulosa	not assigned
Prunus sibirica	woody
Prunus speciosa	not assigned
Prunus sphaerocarpa	not assigned
Prunus spinosa	woody
Prunus spinulosa	not assigned
Prunus ssiori	woody
Prunus subcordata	woody
Prunus subhirtella	not assigned
Prunus takesimensis	not assigned
Prunus tenella	not assigned
Prunus tomentosa	woody
Prunus topengii	not assigned
Prunus triloba	not assigned
Prunus tucumanensis	not assigned
Prunus turneriana	woody
Prunus ulei	not assigned
Prunus umbellata	woody
Prunus undulata	not assigned
Prunus ursina	not assigned
Prunus ussuriensis	not assigned
Prunus vana	not assigned
Prunus verecunda	not assigned
Prunus virginiana	woody
Prunus vulgaris	woody
Prunus wallichii	not assigned
Prunus webbii	not assigned
Prunus wightianum	not assigned
Prunus wilsonii	not assigned
Prunus yedoensis	not assigned
Prunus zippeliana	not assigned
Przewalskia tangutica	herbaceous
Psacalium sessilifolium	not assigned
Psammisia ecuadorensis	not assigned
Psammisia ferruginea	not assigned
Psammisia graebneriana	not assigned
Psammisia guianensis	not assigned
Psammisia pauciflora	not assigned
Psammisia penduliflora	not assigned
Psammisia ulbrichiana	not assigned
Psammochloa mongolica	herbaceous
Psammochloa villosa	herbaceous
Psammophora longifolia	woody
Psammophora modesta	woody
Psammophora nissenii	woody
Psammophora saxicola	woody
Psammotropha myriantha	herbaceous
Psathyrostachys juncea	herbaceous
Psathyrostachys nevski	herbaceous
Psathyrotes annua	not assigned
Psathyrotes ramosissima	conflicting (herbaceous vs. woody)
Psedera quinquefolia	woody
Pseudabutilon callimorphum	herbaceous
Pseudabutilon spicatum	herbaceous
Pseudabutilon stuckertii	not assigned
Pseudagrostistachys ugandensis	woody
Pseudaidia speciosa	not assigned
Pseudalbizzia berteroana	not assigned
Pseudanthistiria umbellata	herbaceous
Pseudanthus divaricatissimus	not assigned
Pseudanthus micranthus	not assigned
Pseudanthus orientalis	not assigned
Pseudanthus ovalifolius	not assigned
Pseudanthus pimeleoides	not assigned
Pseudarrhenatherum longifolium	herbaceous
Pseudarthria hookeri	conflicting (herbaceous vs. woody)
Pseudechinolaena polystachya	herbaceous
Pseudelephantopus spicatus	herbaceous
Pseudelephantopus spiralis	not assigned
Pseudeminia comosa	herbaceous
Pseuderanthemum variabile	herbaceous
Pseuderucaria teretifolia	not assigned
Pseudima frutescens	woody
Pseudima mollis	not assigned
Pseudobaccharis spartioides	woody
Pseudobersama mossambicensis	woody
Pseudobombax ellipticum	woody
Pseudobombax grandiflorum	woody
Pseudobombax marginatum	woody
Pseudobombax munguba	woody
Pseudobombax septenatum	woody
Pseudobombax simplicifolium	woody
Pseudobotrys dorae	not assigned
Pseudobrachiaria deflexa	herbaceous
Pseudobromus engleri	herbaceous
Pseudobromus silvaticus	herbaceous
Pseudocalliergon turgescens	not assigned
Pseudocamelina glaucophylla	not assigned
Pseudocarapa championii	not assigned
Pseudocedrela kotschyi	woody
Pseudochaetochloa australiensis	herbaceous
Pseudoconnarus macrophyllus	not assigned
Pseudoconyza viscosa	not assigned
Pseudocopaiva chodatiana	not assigned
Pseudocorchorus greveanus	not assigned
Pseudocydonia sinensis	not assigned
Pseudocymopterus montanus	herbaceous
Pseudoeranthemum platiphyllum	herbaceous
Pseudoeriosema andongense	conflicting (herbaceous vs. woody)
Pseudoeriosema borianii	herbaceous
Pseudoeriosema homblei	conflicting (herbaceous vs. woody)
Pseudoeriosema longipes	herbaceous
Pseudofortuynia esfandiarii	not assigned
Pseudofumaria alba	herbaceous
Pseudofumaria lutea	herbaceous
Pseudognaphalium beneolens	not assigned
Pseudognaphalium californicum	not assigned
Pseudognaphalium luteoalbum	herbaceous
Pseudognaphalium luteo-album	not assigned
Pseudognaphalium macounii	herbaceous
Pseudognaphalium obtusifolium	not assigned
Pseudognaphalium sandvicensium	conflicting (herbaceous vs. woody)
Pseudogynoxys cumingii	not assigned
Pseudolachnostylis maprouneifolia	woody
Pseudolarix amabilis	woody
Pseudolmedia laevigata	woody
Pseudolmedia laevis	woody
Pseudolmedia macrophylla	woody
Pseudolmedia murure	woody
Pseudolmedia oxyphyllaria	woody
Pseudolmedia rigida	woody
Pseudolmedia spuria	woody
Pseudolysimachion longifolium	herbaceous
Pseudolysimachion spicatum	herbaceous
Pseudolysimachion spurium	not assigned
Pseudomalmea diclina	woody
Pseudomantalania macrophylla	not assigned
Pseudopanax anomalus	woody
Pseudopanax arboreum	not assigned
Pseudopanax arboreus	woody
Pseudopanax axilaris	not assigned
