Species	PFT
Pourouma velutina	not assigned ()
Pourouma villosa	not assigned (tree)
Pourthiaea arguta	not assigned ()
Pourthiaea beauverdiana	not assigned ()
Pourthiaea benthamiana	not assigned ()
Pourthiaea parviflora	not assigned (shrub)
Pourthiaea villosa	not assigned ()
Pouteria	not assigned ()
Pouteria adolfi-frederici	not assigned ()
Pouteria adolfi-friederici	not assigned ()
Pouteria amapaensis	not assigned ()
Pouteria ambelaniifolia	not assigned ()
Pouteria amygdalina	not assigned ()
Pouteria anomala	not assigned (tree)
Pouteria arcuata	not assigned ()
Pouteria atabapoensis	not assigned ()
Pouteria baehniana	not assigned (tree)
Pouteria bangii	not assigned
Pouteria beaurepairei	not assigned (tree)
Pouteria belizensis	not assigned ()
Pouteria benai	not assigned ()
Pouteria bilocularis	not assigned (tree)
Pouteria buenaventurensis	not assigned ()
Pouteria butyrocarpa	not assigned ()
Pouteria caimito	not assigned
Pouteria calistophylla	not assigned ()
Pouteria campanulata	not assigned (tree)
Pouteria campechiana	not assigned (tree)
Pouteria chiricana	not assigned ()
Pouteria chocoensis	not assigned ()
Pouteria cladantha	not assigned (tree)
Pouteria coriacea	not assigned ()
Pouteria cuspidata	not assigned
Pouteria decorticans	not assigned (tree)
Pouteria decussata	not assigned ()
Pouteria dentata	not assigned ()
Pouteria domingensis	not assigned ()
Pouteria durlandii	not assigned (tree)
Pouteria egregia	not assigned ()
Pouteria elegans	not assigned (tree)
Pouteria engleri	not assigned ()
Pouteria ephedrantha	not assigned (tree)
Pouteria espinae	not assigned ()
Pouteria eugeniifolia	not assigned ()
Pouteria filipes	not assigned (tree)
Pouteria fossicola	not assigned (tree)
Pouteria foveolata	not assigned ()
Pouteria fragrans	not assigned ()
Pouteria franciscana	not assigned ()
Pouteria gardneri	not assigned ()
Pouteria gardneriana	not assigned
Pouteria glomerata	not assigned
Pouteria gomphiifolia	not assigned (tree)
Pouteria gongrijpii	not assigned
Pouteria gracilis	not assigned (tree)
Pouteria grandiflora	not assigned ()
Pouteria grandis	not assigned ()
Pouteria guianensis	not assigned
Pouteria izabalensis	not assigned ()
Pouteria jariensis	not assigned ()
Pouteria juruana	not assigned (tree)
Pouteria krukovii	not assigned ()
Pouteria laevigata	not assigned ()
Pouteria lucuma	not assigned ()
Pouteria lucumifolia	not assigned (tree)
Pouteria macrocarpa	not assigned ()
Pouteria macrophylla	not assigned
Pouteria manaosensis	not assigned (tree)
Pouteria melanopoda	not assigned ()
Pouteria minima	not assigned ()
Pouteria multiflora	not assigned
Pouteria nemorosa	not assigned (tree)
Pouteria nudipetala	not assigned ()
Pouteria oblanceolata	not assigned ()
Pouteria obscura	not assigned ()
Pouteria oppositifolia	not assigned ()
Pouteria orinocoensis	not assigned ()
Pouteria pachycalyx	not assigned ()
Pouteria pariry	not assigned (tree)
Pouteria petiolata	not assigned (tree)
Pouteria platyphylla	not assigned (tree)
Pouteria procera	not assigned
Pouteria psammophila	not assigned ()
Pouteria pubescens	not assigned (tree)
Pouteria ramiflora	not assigned
Pouteria reticulata	not assigned
Pouteria retinervis	not assigned (tree)
Pouteria rhynchocarpa	not assigned (tree)
Pouteria rodriguesiana	not assigned ()
Pouteria rostrata	not assigned
Pouteria sagotiana	not assigned ()
Pouteria salicifolia	not assigned ()
Pouteria sapota	not assigned (tree)
Pouteria sclerocarpa	not assigned ()
Pouteria silvestris	not assigned (tree)
Pouteria simulans	not assigned (tree)
Pouteria speciosa	not assigned (tree)
Pouteria splendens	not assigned ()
Pouteria stipitata	not assigned (tree)
Pouteria surumuensis	not assigned (tree)
Pouteria tarapotensis	not assigned (tree)
Pouteria torta	not assigned
Pouteria trigonosperma	not assigned ()
Pouteria trilocularis	not assigned (tree)
Pouteria valparadisaea	not assigned ()
Pouteria venosa	not assigned
Pouteria vernicosa	not assigned ()
Pouteria virescens	not assigned (tree)
Pouteria viridis	not assigned ()
Pouteria williamii	not assigned ()
Pouzolzia australis	not assigned (shrub)
Pouzolzia fadenii	forb
Pouzolzia mixta	not assigned (shrub)
Pouzolzia obliqua	not assigned ()
Pouzolzia parasitica	forb
Pouzolzia rugulosa	not assigned ()
Pouzolzia zeylanica	forb
Pozoa coriacea	forb
Pradosia	not assigned (tree)
Pradosia cochlearia	not assigned ()
Pradosia grisebachii	not assigned (tree)
Pradosia ptychandra	not assigned ()
Pradosia schomburgkiana	not assigned
Pradosia surinamensis	not assigned (tree)
Prainea limpato	not assigned ()
Prangos asperula	forb
Prangos ferulacea	forb
Prangos pabularia	forb
Prangos trifida	forb
Praravinia sericotricha	not assigned ()
Praravinia suberosa	not assigned ()
Prasium majus	not assigned (shrub)
Prasophyllum affine	forb
Prasophyllum australe	forb
Prasophyllum brevilabre	forb
Prasophyllum colensoi	forb
Prasophyllum elatum	forb
Prasophyllum fitzgeraldii	forb
Prasophyllum flavum	forb
Prasophyllum frenchii	forb
Prasophyllum lindleyanum	forb
Prasophyllum morganii	forb
Prasophyllum odoratum	forb
Prasophyllum patens	forb
Prasophyllum rogersii	forb
Prasophyllum sphacelatum	forb
Prasophyllum suttonii	forb
Prasoxylon	not assigned (shrub/tree)
Prasoxylon alliaceum	not assigned (shrub/tree)
Prasoxylon excelsum	not assigned
Prasoxylon hongkongense	not assigned (tree)
Prasoxylon klanderi	not assigned (shrub/tree)
Prasoxylon rigidum	not assigned (shrub/tree)
Pratia hederacea	forb
Pratia physaloides	not assigned ()
Pratia repens	not assigned ()
Pratochloa walteri	grass
Praxelis diffusa	forb
Premna	not assigned ()
Premna acuminata	not assigned ()
Premna angolensis	not assigned ()
Premna bengalensis	not assigned ()
Premna chrysoclada	not assigned ()
Premna corymbosa	not assigned ()
Premna fulva	not assigned ()
Premna herbacea	not assigned ()
Premna longipetiolata	not assigned ()
Premna lucens	not assigned ()
Premna maxima	not assigned ()
Premna microphylla	not assigned ()
Premna oligotricha	not assigned ()
Premna pyramidata	not assigned ()
Premna resinosa	not assigned ()
Premna schimperi	not assigned ()
Premna senensis	not assigned ()
Premna serratifolia	not assigned ()
Premna tahitensis	not assigned ()
Premna tomentosa	not assigned ()
Premna villosa	not assigned ()
Prenanthes purpurea	forb
Preslianthus detonsus	not assigned (tree)
Preslianthus pittieri	not assigned (tree)
Presliophytum malesherbioides	not assigned ()
Prestoea	not assigned (tree)
Prestoea acuminata	not assigned (tree)
Prestoea decurrens	not assigned (tree)
Prestoea schultzeana	not assigned ()
Prestonia coalita	not assigned ()
Prestonia dusenii	not assigned ()
Prestonia ipomaeifolia	not assigned ()
Prestonia lagoensis	not assigned ()
Prestonia mexicana	not assigned ()
Prestonia plumierifolia	not assigned ()
Prestonia portobellensis	not assigned ()
Prestonia quinquangularis	not assigned ()
Prestonia tomentosa	not assigned ()
Prestonia trifida	not assigned ()
Primula albenensis	forb
Primula algida	forb
Primula alpicola	not assigned ()
Primula amoena	not assigned ()
Primula apennina	forb
Primula auricula	forb
Primula auriculata	forb
Primula borealis	forb
Primula bulleyana	not assigned ()
Primula capitata	not assigned ()
Primula chungensis	not assigned ()
Primula clusiana	forb
Primula cortusoides	not assigned ()
Primula daonensis	forb
Primula denticulata	forb
Primula elatior	forb
Primula eximia	forb
Primula farinosa	forb
Primula florindae	not assigned ()
Primula glaucescens	forb
Primula glutinosa	forb
Primula helodoxa	not assigned ()
Primula hirsuta	forb
Primula incana	forb
Primula integrifolia	not assigned ()
Primula japonica	forb
Primula kewensis	not assigned ()
Primula macrophylla	forb
Primula magellanica	not assigned ()
Primula malacoides	forb
Primula matthioli	forb
Primula media	not assigned ()
Primula megalocarpa	not assigned ()
Primula minima	forb
Primula nivalis	forb
Primula obconica	forb
Primula officinalis	not assigned ()
Primula pamirica	forb
Primula parryi	forb
Primula polyantha	not assigned ()
Primula polyneura	not assigned ()
Primula praenitens	forb
Primula pubescens	forb
Primula pulverulenta	not assigned ()
Primula ruprechtii	forb
Primula scandinavica	forb
Primula scotica	forb
Primula sikkimensis	not assigned ()
Primula smithiana	not assigned ()
Primula specuicola	not assigned ()
Primula stricta	forb
Primula suffrutescens	forb
Primula tangutica	forb
Primula tschuktschorum	forb
Primula veris	forb
Primula vialii	not assigned ()
Primula vulgaris	forb
Primulaceae	not assigned
Primulina fimbrisepala	forb
Pringlea antiscorbutica	not assigned ()
Prinsepia sinensis	not assigned ()
Prinsepia uniflora	not assigned (shrub)
Prinsepia utilis	not assigned ()
Priogymnanthus hasslerianus	not assigned ()
Prionostemma aspera	not assigned
Prionotes cerinthoides	not assigned ()
Prioria	not assigned (legume?)
Prioria balsamifera	not assigned
Prioria copaifera	not assigned (tree)
Prioria joveri	not assigned (legume?)
Prioria mannii	not assigned (legume?)
Prioria msoo	not assigned (legume?)
Prioria oxyphylla	not assigned (legume?)
Prioria pinnata	not assigned (legume?)
Prismatocarpus diffusus	not assigned ()
Prismatocarpus pedunculatus	forb
Prismatomeris beccariana	not assigned ()
Prismatomeris brachypus	not assigned ()
Prismatomeris tetrandra	not assigned ()
Pristimera andongensis	not assigned (shrub/tree)
Pristimera celastroides	not assigned ()
Pristimera delagoensis	not assigned
Pristimera goetzei	not assigned (shrub)
Pristimera longipetiolata	not assigned
Pristimera nervosa	not assigned (tree)
Pristimera plumbea	not assigned ()
Pristimera tisserantii	not assigned ()
Pritchardia filifera	not assigned ()
Pritchardia hillebrandii	not assigned ()
Pritchardia kaalae	not assigned ()
Pritchardia maideniana	not assigned (tree)
Pritchardia munroi	not assigned (tree)
Pritchardia remota	not assigned ()
Priva africana	not assigned ()
Priva aspera	not assigned ()
Priva lappulacea	not assigned ()
Proatriplex pleiantha	not assigned ()
Proboscidea althaeifolia	forb
Proboscidea louisianica	forb
Proboscidea parviflora	forb
Proboscidea triloba	not assigned ()
Prockia crucis	not assigned (tree)
Procris	not assigned ()
Procris crenata	not assigned (herb/shrub)
Procris pedunculata	forb
Proiphys amboinensis	forb
Prosaptia obliquata	not assigned (fern)
Prosartes trachycarpa	forb
Proserpinaca palustris	not assigned ()
Prosopidastrum globosum	not assigned (shrub)
Prosopis	not assigned (legume?)
Prosopis affinis	not assigned
Prosopis africana	not assigned (tree)
Prosopis alba	not assigned (tree)
Prosopis alpataco	not assigned (shrub)
Prosopis argentina	not assigned (legume?)
Prosopis caldenia	not assigned (tree)
Prosopis chilensis	not assigned (tree)
Prosopis cineraria	not assigned (legume?)
Prosopis denudans	not assigned (shrub)
Prosopis farcta	not assigned (legume?)
Prosopis flexuosa	not assigned (tree)
Prosopis glandulosa	not assigned (shrub/tree)
Prosopis juliflora	not assigned (shrub/tree)
Prosopis kuntzei	not assigned (legume?)
Prosopis laevigata	not assigned (shrub)
Prosopis nigra	not assigned (tree)
Prosopis pallida	not assigned (tree)
Prosopis pubescens	not assigned (legume?)
Prosopis rubriflora	not assigned (legume?)
Prosopis ruscifolia	not assigned (legume?)
Prosopis sericantha	not assigned (shrub)
Prosopis strombulifera	not assigned (shrub)
Prosopis tamarugo	not assigned (tree)
Prosopis torquata	not assigned (shrub)
Prosopis velutina	not assigned (legume?)
Prospero hanburyi	forb
Prostanthera behriana	not assigned ()
Prostanthera cineolifera	not assigned ()
Prostanthera cuneata	not assigned ()
Prostanthera decussata	not assigned ()
Prostanthera denticulata	not assigned ()
Prostanthera eurybioides	not assigned ()
Prostanthera galbraithiae	not assigned ()
Prostanthera howelliae	not assigned ()
Prostanthera incana	not assigned ()
Prostanthera incisa	not assigned ()
Prostanthera junonis	not assigned ()
Prostanthera lasianthos	not assigned ()
Prostanthera linearis	not assigned ()
Prostanthera melissifolia	not assigned ()
Prostanthera monticola	not assigned ()
Prostanthera nivea	not assigned ()
Prostanthera ovalifolia	not assigned ()
Prostanthera rhombea	not assigned ()
Prostanthera rotundifolia	not assigned ()
Prostanthera saxicola	not assigned ()
Prostanthera scutellarioides	not assigned ()
Prostanthera spinosa	not assigned ()
Prostanthera staurophylla	not assigned ()
Prostanthera striatiflora	not assigned (shrub)
Prostanthera verticillaris	not assigned ()
Prostanthera walteri	not assigned ()
Prosthechea sceptra	forb
Prosthechea vitellina	forb
Protea acaulos	not assigned (shrub)
Protea acuminata	not assigned ()
Protea amplexicaulis	not assigned ()
Protea angolensis	not assigned ()
Protea angustata	not assigned ()
Protea arborea	not assigned (shrub/tree)
Protea aurea	not assigned ()
Protea burchellii	not assigned (shrub)
Protea caffra	not assigned ()
Protea compacta	not assigned (shrub)
Protea comptonii	not assigned ()
Protea cordata	not assigned (shrub)
Protea coronata	not assigned ()
Protea cryophila	not assigned ()
Protea cynaroides	not assigned ()
Protea eximia	not assigned ()
Protea glabra	not assigned (shrub)
Protea heckmanniana	not assigned ()
Protea humiflora	not assigned ()
Protea laevis	not assigned ()
Protea lanceolata	not assigned ()
Protea laurifolia	not assigned (shrub)
Protea lepidocarpodendron	not assigned (shrub)
Protea longifolia	not assigned ()
Protea lorifolia	not assigned ()
Protea madiensis	not assigned ()
Protea magnifica	not assigned ()
Protea mundii	not assigned ()
Protea namaquana	not assigned ()
Protea nana	not assigned ()
Protea neriifolia	not assigned (shrub)
Protea nitida	not assigned (shrub)
Protea obtusifolia	not assigned (shrub)
Protea petiolaris	not assigned ()
Protea pityphylla	not assigned ()
Protea punctata	not assigned ()
Protea recondita	not assigned ()
Protea repens	not assigned
Protea roupelliae	not assigned ()
Protea scabra	not assigned ()
Protea scorzonerifolia	not assigned ()
Protea speciosa	not assigned (shrub)
Protea subulifolia	not assigned ()
Protea subvestita	not assigned ()
Protea susannae	not assigned (shrub)
Protea welwitschii	not assigned ()
Protea witzenbergiana	not assigned ()
Proteaceae	not assigned ()
Protium	not assigned
Protium altsonii	not assigned (tree)
Protium amazonicum	not assigned (tree)
Protium apiculatum	not assigned (tree)
Protium aracouchili	not assigned (tree)
Protium aracouchini	not assigned (tree)
Protium bangii	not assigned ()
Protium beandon	not assigned (tree)
Protium brasiliense	not assigned (tree)
Protium calanense	not assigned ()
Protium carnosum	not assigned (tree)
Protium carolense	not assigned (tree)
Protium confusum	not assigned (tree)
Protium copal	not assigned (tree)
Protium costaricense	not assigned (tree)
Protium crassipetalum	not assigned (tree)
Protium crenatum	not assigned (tree)
Protium cuneatum	not assigned (tree)
Protium decandrum	not assigned (tree)
Protium divaricatum	not assigned ()
Protium ferrugineum	not assigned (tree)
Protium gallosum	not assigned (tree)
Protium giganteum	not assigned (tree)
Protium glabrescens	not assigned (tree)
Protium glabrum	not assigned (tree)
Protium grandifolium	not assigned (tree)
Protium guianense	not assigned (tree)
Protium hebetatum	not assigned (tree)
Protium heptaphyllum	not assigned (tree)
Protium javanicum	not assigned (tree)
Protium kleinii	not assigned (tree)
Protium krukoffii	not assigned
Protium madagascariense	not assigned (tree)
Protium nitidifolium	not assigned (tree)
Protium nodulosum	not assigned
Protium opacum	not assigned (tree)
Protium ovatum	not assigned (tree)
Protium pallidum	not assigned ()
Protium panamense	not assigned (tree)
Protium paniculatum	not assigned (tree)
Protium pilosissimum	not assigned ()
Protium pilosum	not assigned (tree)
Protium pittieri	not assigned (tree)
Protium polybotryum	not assigned (tree)
Protium puncticulatum	not assigned (tree)
Protium ravenii	not assigned (tree)
Protium robustum	not assigned (tree)
Protium rubrum	not assigned ()
Protium sagotianum	not assigned (tree)
Protium serratum	not assigned (tree)
Protium spruceanum	not assigned (tree)
Protium subserratum	not assigned (tree)
Protium tenuifolium	not assigned (tree)
Protium trifoliolatum	not assigned
Protium unifoliolatum	not assigned (tree)
Protomegabaria stapfiana	not assigned (tree)
Protorhus longifolia	not assigned ()
Proustia cuneifolia	not assigned
Proustia pyrifolia	not assigned ()
Prumnopitys	not assigned ()
Prumnopitys andina	not assigned
Prumnopitys ferruginea	not assigned
Prumnopitys harmsiana	not assigned ()
Prumnopitys ladei	not assigned ()
Prumnopitys standleyi	not assigned ()
Prumnopitys taxifolia	not assigned (tree)
Prunella	not assigned ()
Prunella grandiflora	forb
Prunella intermedia	not assigned ()
Prunella laciniata	forb
Prunella spuria	not assigned ()
Prunella vulgaris	forb
Prunus	not assigned
Prunus acuminata	not assigned ()
Prunus africana	not assigned
Prunus alleghaniensis	not assigned (shrub)
Prunus americana	not assigned (shrub/tree)
