Species	Family
Rhinanthus alpinus	Scrophulariaceae
Rhinanthus angustifolius	Scrophulariaceae
Rhinanthus antiquus	Scrophulariaceae
Rhinanthus aristatus	Scrophulariaceae
Rhinanthus borealis	Scrophulariaceae
Rhinanthus freynii	Scrophulariaceae
Rhinanthus glaber	Scrophulariaceae
Rhinanthus glacialis	Scrophulariaceae
Rhinanthus minor	Scrophulariaceae
Rhinanthus nemorivagans	Scrophulariaceae
Rhinanthus pampaninii	Scrophulariaceae
Rhinanthus pulcher	Scrophulariaceae
Rhinanthus rumelicus	Scrophulariaceae
Rhinanthus serotinus	Scrophulariaceae
Rhinanthus songaricus	Scrophulariaceae
Rhinanthus vollmanni	Scrophulariaceae
Rhinephyllum macruorum	Aizoaceae
Rhinerrhiza divitiflora	Orchidaceae
Rhipogonum discolor	Rhipogonaceae
Rhipogonum papuanum	Rhipogonaceae
Rhipogonum scandens	Rhipogonaceae
Rhipsalis baccifera	Cactaceae
Rhipsalis houlletiana	Cactaceae
Rhizobotrya alpina	Brassicaceae
Rhizocephalus candolei	Poaceae
Rhizocephalus candolli	Poaceae
Rhizophora apiculata	Rhizophoraceae
Rhizophora brevistyla	Rhizophoraceae
Rhizophora candelaria	Rhizophoraceae
Rhizophora harrisonii	Rhizophoraceae
Rhizophora lamarckii	Rhizophoraceae
Rhizophora mangle	Rhizophoraceae
Rhizophora mucronata	Rhizophoraceae
Rhizophora racemosa	Rhizophoraceae
Rhizophora samoensis	Rhizophoraceae
Rhizophora stylosa	Rhizophoraceae
Rhodamnia acuminata	Myrtaceae
Rhodamnia argentea	Myrtaceae
Rhodamnia blairiana	Myrtaceae
Rhodamnia cinerea	Myrtaceae
Rhodamnia costata	Myrtaceae
Rhodamnia dumetorum	Myrtaceae
Rhodamnia glauca	Myrtaceae
Rhodamnia latifolia	Myrtaceae
Rhodamnia maideniana	Myrtaceae
Rhodamnia mulleri	Myrtaceae
Rhodamnia rubescens	Myrtaceae
Rhodamnia sessiliflora	Myrtaceae
Rhodamnia spongiosa	Myrtaceae
Rhodamnia trinervia	Myrtaceae
Rhodanthe anthemoides	Asteraceae
Rhodanthe charsleyae	Asteraceae
Rhodanthe chlorocephala	Asteraceae
Rhodanthe citrina	Asteraceae
Rhodanthe corymbiflora	Asteraceae
Rhodanthe cremea	Asteraceae
Rhodanthe floribunda	Asteraceae
Rhodanthe laevis	Asteraceae
Rhodanthe manglesii	Asteraceae
Rhodanthe maryonii	Asteraceae
Rhodanthe microglossa	Asteraceae
Rhodanthe moschata	Asteraceae
Rhodanthe polygalifolia	Asteraceae
Rhodanthe psammophila	Asteraceae
Rhodanthe pygmaea	Asteraceae
Rhodanthe pyrethrum	Asteraceae
Rhodanthe spicata	Asteraceae
Rhodanthe stricta	Asteraceae
Rhodanthe stuartiana	Asteraceae
Rhodanthe tietkensii	Asteraceae
Rhodiola dumulosa	Crassulaceae
Rhodiola gelida	Crassulaceae
Rhodiola heterodonta	Crassulaceae
Rhodiola integrifolia	Crassulaceae
Rhodiola kirilowii	Crassulaceae
Rhodiola linearifolia	Crassulaceae
Rhodiola pamiroalaica	Crassulaceae
Rhodiola rosea	Crassulaceae
Rhodiola rotundata	Crassulaceae
Rhodocoma arida	Restionaceae
Rhodocoma capensis	Restionaceae
Rhodocoma fruticosa	Restionaceae
Rhodocoma gigantea	Restionaceae
Rhododendron agglutinatum	Ericaceae
Rhododendron albiflorum	Ericaceae
Rhododendron albrechtii	Ericaceae
Rhododendron amanoi	Ericaceae
Rhododendron anthopogon	Ericaceae
Rhododendron arborescens	Ericaceae
Rhododendron arboreum	Ericaceae
Rhododendron argyrophyllum	Ericaceae
Rhododendron atlanticum	Ericaceae
Rhododendron aureum	Ericaceae
Rhododendron aurigeranum	Ericaceae
Rhododendron bachii	Ericaceae
Rhododendron barbatum	Ericaceae
Rhododendron brachycarpum	Ericaceae
Rhododendron brookeanum	Ericaceae
Rhododendron calendulaceum	Ericaceae
Rhododendron calophytum	Ericaceae
Rhododendron camelliiflorum	Ericaceae
Rhododendron campanulatum	Ericaceae
Rhododendron campylocarpum	Ericaceae
Rhododendron camtschaticum	Ericaceae
Rhododendron canadense	Ericaceae
Rhododendron canescens	Ericaceae
Rhododendron catawbiense	Ericaceae
Rhododendron caucasicum	Ericaceae
Rhododendron championae	Ericaceae
Rhododendron chrysanthum	Ericaceae
Rhododendron cinnabarinum	Ericaceae
Rhododendron coeloneurum	Ericaceae
Rhododendron concinnum	Ericaceae
Rhododendron culminicolum	Ericaceae
Rhododendron dalhousiae	Ericaceae
Rhododendron dauricum	Ericaceae
Rhododendron decorum	Ericaceae
Rhododendron falconeri	Ericaceae
Rhododendron farrerae	Ericaceae
Rhododendron fastigiatum	Ericaceae
Rhododendron ferrugineum	Ericaceae
Rhododendron fortunei	Ericaceae
Rhododendron glandulosum	Ericaceae
Rhododendron glaucophyllum	Ericaceae
Rhododendron grande	Ericaceae
Rhododendron griffithianum	Ericaceae
Rhododendron groenlandicum	Ericaceae
Rhododendron hainanense	Ericaceae
Rhododendron hirsutum	Ericaceae
Rhododendron hodgsonii	Ericaceae
Rhododendron hongkongense	Ericaceae
Rhododendron hookeri	Ericaceae
Rhododendron hyperythrum	Ericaceae
Rhododendron indicum	Ericaceae
Rhododendron intermedium	Ericaceae
Rhododendron javanicum	Ericaceae
Rhododendron keiskei	Ericaceae
Rhododendron konori	Ericaceae
Rhododendron kwangtungense	Ericaceae
Rhododendron laetum	Ericaceae
Rhododendron lanatum	Ericaceae
Rhododendron laponica	Ericaceae
Rhododendron lapponicum	Ericaceae
Rhododendron lepidotum	Ericaceae
Rhododendron lindleyi	Ericaceae
Rhododendron lochae	Ericaceae
Rhododendron lowndesii	Ericaceae
Rhododendron luteum	Ericaceae
Rhododendron macgregoriae	Ericaceae
Rhododendron macrophyllum	Ericaceae
Rhododendron macrosepalum	Ericaceae
Rhododendron maddeni	Ericaceae
Rhododendron malayanum	Ericaceae
Rhododendron mannophorum	Ericaceae
Rhododendron mariae	Ericaceae
Rhododendron maximum	Ericaceae
Rhododendron metternichii	Ericaceae
Rhododendron micranthum	Ericaceae
Rhododendron monanthum	Ericaceae
Rhododendron moulmainense	Ericaceae
Rhododendron mucronulatum	Ericaceae
Rhododendron myrtifolium	Ericaceae
Rhododendron nigropunctatum	Ericaceae
Rhododendron nivale	Ericaceae
Rhododendron nudiflorum	Ericaceae
Rhododendron nudipes	Ericaceae
Rhododendron nuttallii	Ericaceae
Rhododendron obtusum	Ericaceae
Rhododendron occidentale	Ericaceae
Rhododendron oreotrephes	Ericaceae
Rhododendron orion	Ericaceae
Rhododendron ovatum	Ericaceae
Rhododendron palustre	Ericaceae
Rhododendron parvifolium	Ericaceae
Rhododendron periclymenoides	Ericaceae
Rhododendron ponticum	Ericaceae
Rhododendron praecox	Ericaceae
Rhododendron prinophyllum	Ericaceae
Rhododendron procumbens	Ericaceae
Rhododendron przewalskii	Ericaceae
Rhododendron pseudochrysanthum	Ericaceae
Rhododendron pumilum	Ericaceae
Rhododendron quinquefolium	Ericaceae
Rhododendron rivulare	Ericaceae
Rhododendron rubiginosum	Ericaceae
Rhododendron schlippenbachii	Ericaceae
Rhododendron semibarbatum	Ericaceae
Rhododendron serpyllifolium	Ericaceae
Rhododendron setosum	Ericaceae
Rhododendron simiarum	Ericaceae
Rhododendron simsii	Ericaceae
Rhododendron sphaeroblastum	Ericaceae
Rhododendron spiciferum	Ericaceae
Rhododendron spinuliferum	Ericaceae
Rhododendron strigillosum	Ericaceae
Rhododendron superbum	Ericaceae
Rhododendron teysmannii	Ericaceae
Rhododendron thomsonii	Ericaceae
Rhododendron thymifolium	Ericaceae
Rhododendron triflorum	Ericaceae
Rhododendron tubiforme	Ericaceae
Rhododendron vaccinioides	Ericaceae
Rhododendron vernicosum	Ericaceae
Rhododendron verticillatum	Ericaceae
Rhododendron vialii	Ericaceae
Rhododendron viscosum	Ericaceae
Rhododendron wadanum	Ericaceae
Rhododendron weyrichii	Ericaceae
Rhododendron wightii	Ericaceae
Rhododendron yedoense	Ericaceae
Rhodognaphalopsis discolor	Bombacaceae
Rhodognaphalopsis humilis	Bombacaceae
Rhodolaena bakeriana	Sarcolaenaceae
Rhodoleia championi	Hamamelidaceae
Rhodoleia championii	Hamamelidaceae
Rhodoleia teysmanni	Hamamelidaceae
Rhodomyrtus macrocarpa	Myrtaceae
Rhodomyrtus pervagata	Myrtaceae
Rhodomyrtus psidioides	Myrtaceae
Rhodomyrtus sericea	Myrtaceae
Rhodomyrtus tomentosa	Myrtaceae
Rhodomyrtus trineura	Myrtaceae
Rhodophiala advena	Amaryllidaceae
Rhodophiala bagnoldii	Amaryllidaceae
Rhodophiala montana	Amaryllidaceae
Rhodophiala ovalleana	Amaryllidaceae
Rhodophiala phycelloides	Amaryllidaceae
Rhodophiala pratensis	Amaryllidaceae
Rhodophiala rhodolirion	Amaryllidaceae
Rhodosciadium pringlei	Apiaceae
Rhodosphaera rhodanthema	Anacardiaceae
Rhodostemonodaphne grandis	Lauraceae
Rhodostemonodaphne juruensis	Lauraceae
Rhodostemonodaphne kunthiana	Lauraceae
Rhodostemonodaphne licanoides	Lauraceae
Rhodostemonodaphne praeclara	Lauraceae
Rhodostemonodaphne sordida	Lauraceae
Rhodothamnus chamaecistus	Ericaceae
Rhodothyrsus macrophyllus	Euphorbiaceae
Rhodotypos kerrioides	Rosaceae
Rhodotypos scandens	Rosaceae
Rhodotypos tetrapetala	Rosaceae
Rhoicissus digitata	Vitaceae
Rhoicissus revoilii	Vitaceae
Rhoicissus rhomboidea	Vitaceae
Rhoicissus tomentosa	Vitaceae
Rhoicissus tridentata	Vitaceae
Rhoiptelea chiliantha	Rhoipteleaceae
Rhombophyllum dolabriforme	Aizoaceae
Rhopaloblaste hexandra	Arecaceae
Rhopalocarpus alternifolius	Sphaerosepalaceae
Rhopalocarpus coriaceus	Sphaerosepalaceae
Rhopalocarpus louvelii	Sphaerosepalaceae
Rhopalocarpus lucidus	Sphaerosepalaceae
Rhopalocarpus similis	Sphaerosepalaceae
Rhopalocarpus triplinervius	Sphaerosepalaceae
Rhopalopilia marquesii	Opiliaceae
Rhopalopilia umbellulata	Opiliaceae
Rhopalostylis sapida	Arecaceae
Rhus acuminatissima	Anacardiaceae
Rhus ambigua	Anacardiaceae
Rhus anchietae	Anacardiaceae
Rhus angustifolia	Anacardiaceae
Rhus aromatica	Anacardiaceae
Rhus batophylla	Anacardiaceae
Rhus brownei	Anacardiaceae
Rhus burchellii	Anacardiaceae
Rhus canadensis	Anacardiaceae
Rhus chinensis	Anacardiaceae
Rhus chirendensis	Anacardiaceae
Rhus chirindensis	Anacardiaceae
Rhus chondroloma	Anacardiaceae
Rhus choriophylla	Anacardiaceae
Rhus ciliata	Anacardiaceae
Rhus copallina	Anacardiaceae
Rhus coriaria	Anacardiaceae
Rhus cotinus	Anacardiaceae
Rhus crenata	Anacardiaceae
Rhus culminum	Anacardiaceae
Rhus dentata	Anacardiaceae
Rhus dissecta	Anacardiaceae
Rhus diversifolia	Anacardiaceae
Rhus diversiloba	Anacardiaceae
Rhus erosa	Anacardiaceae
Rhus fanshawei	Anacardiaceae
Rhus glabra	Anacardiaceae
Rhus glauca	Anacardiaceae
Rhus gueinzii	Anacardiaceae
Rhus hirta	Anacardiaceae
Rhus hypoleuca	Anacardiaceae
Rhus integrifolia	Anacardiaceae
Rhus javanica	Anacardiaceae
Rhus juncea	Anacardiaceae
Rhus kearneyi	Anacardiaceae
Rhus kirkii	Anacardiaceae
Rhus laevigata	Anacardiaceae
Rhus lancea	Anacardiaceae
Rhus lanceolata	Anacardiaceae
Rhus laurina	Anacardiaceae
Rhus lentii	Anacardiaceae
Rhus leptodictya	Anacardiaceae
Rhus longipes	Anacardiaceae
Rhus longispina	Anacardiaceae
Rhus lucens	Anacardiaceae
Rhus lucida	Anacardiaceae
Rhus macowanii	Anacardiaceae
Rhus magalismontana	Anacardiaceae
Rhus marlothii	Anacardiaceae
Rhus metopium	Anacardiaceae
Rhus microcarpa	Anacardiaceae
Rhus microphylla	Anacardiaceae
Rhus milleri	Anacardiaceae
Rhus monticola	Anacardiaceae
Rhus mucronata	Anacardiaceae
Rhus natalensis	Anacardiaceae
Rhus nebulosa	Anacardiaceae
Rhus oblanceolata	Anacardiaceae
Rhus ochracea	Anacardiaceae
Rhus ovata	Anacardiaceae
Rhus pentaphylla	Anacardiaceae
Rhus pentheri	Anacardiaceae
Rhus populifolia	Anacardiaceae
Rhus potaninii	Anacardiaceae
Rhus pyroides	Anacardiaceae
Rhus quartiniana	Anacardiaceae
Rhus radicans	Anacardiaceae
Rhus refracta	Anacardiaceae
Rhus rehmanniana	Anacardiaceae
Rhus rhetsoides	Anacardiaceae
Rhus rogersii	Anacardiaceae
Rhus sandwicensis	Anacardiaceae
Rhus sekhukhuniensis	Anacardiaceae
Rhus somalensis	Anacardiaceae
Rhus standleyi	Anacardiaceae
Rhus striata	Anacardiaceae
Rhus succedanea	Anacardiaceae
Rhus sylvestris	Anacardiaceae
Rhus taitensis	Anacardiaceae
Rhus taratana	Anacardiaceae
Rhus tenuinervis	Anacardiaceae
Rhus tenuipes	Anacardiaceae
Rhus tomentosa	Anacardiaceae
Rhus toxicodendron	Anacardiaceae
Rhus trichocarpa	Anacardiaceae
Rhus trifoliolata	Anacardiaceae
Rhus trilobata	Anacardiaceae
Rhus tripartita	Anacardiaceae
Rhus tumulicola	Anacardiaceae
Rhus typhina	Anacardiaceae
Rhus undulata	Anacardiaceae
Rhus vernicifera	Anacardiaceae
Rhus verniciflua	Anacardiaceae
Rhus vernix	Anacardiaceae
Rhus virens	Anacardiaceae
Rhus vulgaris	Anacardiaceae
Rhus wildii	Anacardiaceae
Rhyncharrhena linearis	Asclepiadaceae
Rhynchelytrum repens	Poaceae
Rhynchelytrum roseum	Poaceae
Rhynchelytrum setifolium	Poaceae
Rhynchelytrum villosum	Poaceae
Rhynchocalyx lawsonioides	Rhynchocalycaceae
Rhyncholaelia digbyana	Orchidaceae
Rhynchosia albissima	Fabaceae
Rhynchosia buchananii	Fabaceae
Rhynchosia capitata	Fabaceae
Rhynchosia caribaea	Fabaceae
Rhynchosia castroi	Fabaceae
Rhynchosia chapmanii	Fabaceae
Rhynchosia chimanimaniensis	Fabaceae
Rhynchosia clivorum	Fabaceae
Rhynchosia densiflora	Fabaceae
Rhynchosia discolor	Fabaceae
Rhynchosia divaricata	Fabaceae
Rhynchosia diversifolia	Fabaceae
Rhynchosia edulis	Fabaceae
Rhynchosia elegans	Fabaceae
Rhynchosia fleckii	Fabaceae
Rhynchosia floribunda	Fabaceae
Rhynchosia galpini	Fabaceae
Rhynchosia genistoides	Fabaceae
Rhynchosia goetzei	Fabaceae
Rhynchosia heterophylla	Fabaceae
Rhynchosia hirta	Fabaceae
Rhynchosia holosericea	Fabaceae
Rhynchosia holstii	Fabaceae
Rhynchosia insignis	Fabaceae
Rhynchosia luteola	Fabaceae
Rhynchosia macrophylla	Fabaceae
Rhynchosia malacophylla	Fabaceae
Rhynchosia mannii	Fabaceae
Rhynchosia melanocarpa	Fabaceae
Rhynchosia micrantha	Fabaceae
Rhynchosia minima	Fabaceae
Rhynchosia monophylla	Fabaceae
Rhynchosia nelsonii	Fabaceae
Rhynchosia nervosa	Fabaceae
Rhynchosia nummularia	Fabaceae
Rhynchosia nyasica	Fabaceae
Rhynchosia nyikensis	Fabaceae
Rhynchosia phaseoloides	Fabaceae
Rhynchosia procurrens	Fabaceae
Rhynchosia pseudoteramnoides	Fabaceae
Rhynchosia pseudoviscosa	Fabaceae
Rhynchosia pycnostachya	Fabaceae
Rhynchosia pyramidalis	Fabaceae
Rhynchosia resinosa	Fabaceae
Rhynchosia senna	Fabaceae
Rhynchosia sordida	Fabaceae
Rhynchosia stipata	Fabaceae
Rhynchosia stipitata	Fabaceae
Rhynchosia sublobata	Fabaceae
Rhynchosia swynnertonii	Fabaceae
Rhynchosia torrei	Fabaceae
Rhynchosia totta	Fabaceae
Rhynchosia tricuspidata	Fabaceae
Rhynchosia velutina	Fabaceae
Rhynchosia villosa	Fabaceae
Rhynchosia violacea	Fabaceae
Rhynchosia viscosa	Fabaceae
Rhynchosia wildii	Fabaceae
Rhynchosia zernyi	Fabaceae
Rhynchosinapis monensis	Brassicaceae
Rhynchosinapis wrightii	Brassicaceae
Rhynchospora affinis	Cyperaceae
Rhynchospora alba	Cyperaceae
Rhynchospora aristata	Cyperaceae
Rhynchospora brownii	Cyperaceae
Rhynchospora candida	Cyperaceae
Rhynchospora capillacea	Cyperaceae
Rhynchospora capitellata	Cyperaceae
Rhynchospora cephalotes	Cyperaceae
Rhynchospora chinensis	Cyperaceae
Rhynchospora colorata	Cyperaceae
Rhynchospora corniculata	Cyperaceae
Rhynchospora corymbosa	Cyperaceae
Rhynchospora debilis	Cyperaceae
Rhynchospora elliottii	Cyperaceae
Rhynchospora exaltata	Cyperaceae
Rhynchospora eximia	Cyperaceae
Rhynchospora faberi	Cyperaceae
Rhynchospora fusca	Cyperaceae
Rhynchospora gigantea	Cyperaceae
Rhynchospora globularis	Cyperaceae
Rhynchospora gracilenta	Cyperaceae
Rhynchospora heterochaeta	Cyperaceae
Rhynchospora indianolensis	Cyperaceae
Rhynchospora inexpansa	Cyperaceae
Rhynchospora leae	Cyperaceae
Rhynchospora longisetis	Cyperaceae
Rhynchospora macrostachya	Cyperaceae
Rhynchospora malasica	Cyperaceae
Rhynchospora nitens	Cyperaceae
Rhynchospora nivea	Cyperaceae
Rhynchospora pterochaeta	Cyperaceae
Rhynchospora rubra	Cyperaceae
Rhynchospora rugosa	Cyperaceae
Rhynchospora scirpoides	Cyperaceae
Rhynchospora tenuifolia	Cyperaceae
Rhynchospora tracyi	Cyperaceae
Rhynchospora yasudana	Cyperaceae
Rhysotoechia bifoliolata	Sapindaceae
Rhysotoechia florulenta	Sapindaceae
Rhysotoechia robertsonii	Sapindaceae
Rhyssolobium dumosum	Asclepiadaceae
Rhytachne latifolia	Poaceae
Rhytachne robusta	Poaceae
Rhytachne rottboellioides	Poaceae
Rhytachne subgibbosa	Poaceae
Rhytachne triaristata	Poaceae
Rhytidosporum procumbens	Pittosporaceae
Ribes alpestre	Grossulariaceae
Ribes alpinum	Grossulariaceae
Ribes amarum	Grossulariaceae
Ribes americanum	Grossulariaceae
Ribes aureum	Grossulariaceae
Ribes burejense	Grossulariaceae
Ribes californicum	Grossulariaceae
Ribes cereum	Grossulariaceae
Ribes ciliatum	Grossulariaceae
Ribes cruentum	Grossulariaceae
Ribes cucullatum	Grossulariaceae
Ribes cynosbati	Grossulariaceae
Ribes diacantha	Grossulariaceae
Ribes diacanthum	Grossulariaceae
Ribes divaricatum	Grossulariaceae
Ribes erythrocarpum	Grossulariaceae
Ribes fargesii	Grossulariaceae
Ribes fasciculatum	Grossulariaceae
Ribes glaciale	Grossulariaceae
Ribes glutinosum	Grossulariaceae
Ribes grossularia	Grossulariaceae
Ribes himalense	Grossulariaceae
Ribes hirtellum	Grossulariaceae
Ribes hudsonianum	Grossulariaceae
Ribes indecorum	Grossulariaceae
Ribes inerme	Grossulariaceae
Ribes irriguum	Grossulariaceae
Ribes komarovii	Grossulariaceae
Ribes lacustre	Grossulariaceae
Ribes magellanicum	Grossulariaceae
Ribes malvaceum	Grossulariaceae
Ribes mandshuricum	Grossulariaceae
Ribes manshuricum	Grossulariaceae
Ribes maximowiczianum	Grossulariaceae
Ribes menziesii	Grossulariaceae
Ribes missouriense	Grossulariaceae
Ribes montigenum	Grossulariaceae
Ribes moupinense	Grossulariaceae
Ribes multiflorum	Grossulariaceae
Ribes nevadense	Grossulariaceae
Ribes nigrum	Grossulariaceae
Ribes odoratum	Grossulariaceae
Ribes orientale	Grossulariaceae
Ribes oxyacanthoides	Grossulariaceae
Ribes petraeum	Grossulariaceae
Ribes pulchellum	Grossulariaceae
Ribes reclinatum	Grossulariaceae
Ribes roezli	Grossulariaceae
Ribes roezlii	Grossulariaceae
Ribes rotundifolium	Grossulariaceae
Ribes rubrum	Grossulariaceae
Ribes sanguineum	Grossulariaceae
Ribes sardoum	Grossulariaceae
Ribes sativum	Grossulariaceae
Ribes setchuense	Grossulariaceae
Ribes setosum	Grossulariaceae
Ribes speciosum	Grossulariaceae
Ribes spicatum	Grossulariaceae
Ribes tenue	Grossulariaceae
Ribes triste	Grossulariaceae
Ribes uva	Grossulariaceae
Ribes uva-crispa	Grossulariaceae
Ribes velutinum	Grossulariaceae
Ribes viburnifolium	Grossulariaceae
Ribes viscosissimum	Grossulariaceae
Ricciocarpus natans	Ricciaceae
Richardia brasiliensis	Rubiaceae
Richardia grandiflora	Rubiaceae
Richardia humistrata	Rubiaceae
Richardia scabra	Rubiaceae
Richardia stellaris	Rubiaceae
Richardsiella eruciformis	Poaceae
Richea acerosa	Epacridaceae
Richea continentis	Epacridaceae
Richea dracophylla	Epacridaceae
Richea pandanifolia	Epacridaceae
Richea procera	Epacridaceae
Richea scoparia	Epacridaceae
Richea sprengelioides	Epacridaceae
Richea victoriana	Epacridaceae
Richeria dressleri	Euphorbiaceae
Richeria grandis	Euphorbiaceae
Richeria racemosa	Euphorbiaceae
Ricinocarpos muricatus	Euphorbiaceae
Ricinocarpos pinifolius	Euphorbiaceae
Ricinodendron africanus	Euphorbiaceae
Ricinodendron heudelotii	Euphorbiaceae
Ricinodendron rautanenii	Euphorbiaceae
Ricinus communis	Euphorbiaceae
Ricotia cretica	Brassicaceae
Ridolfia segetum	Apiaceae
Rigiopappus leptocladus	Asteraceae
Rinorea amapensis	Violaceae
Rinorea apiculata	Violaceae
Rinorea arborea	Violaceae
Rinorea ardisiaeflora	Violaceae
Rinorea bengalensis	Violaceae
Rinorea convallarioides	Violaceae
Rinorea deflexiflora	Violaceae
Rinorea elliptica	Violaceae
Rinorea ferruginea	Violaceae
Rinorea flavescens	Violaceae
Rinorea gazensis	Violaceae
Rinorea greveana	Violaceae
Rinorea guatemalensis	Violaceae
Rinorea guianensis	Violaceae
Rinorea holtzii	Violaceae
Rinorea hummelii	Violaceae
Rinorea ilicifolia	Violaceae
Rinorea lanceolata	Violaceae
Rinorea lindeniana	Violaceae
Rinorea longiracemosa	Violaceae
Rinorea macrocarpa	Violaceae
Rinorea neglecta	Violaceae
Rinorea paniculata	Violaceae
Rinorea passura	Violaceae
Rinorea pectino-squamata	Violaceae
Rinorea poggei	Violaceae
Rinorea pubiflora	Violaceae
Rinorea pugionifera	Violaceae
Rinorea racemosa	Violaceae
Rinorea riana	Violaceae
Rinorea squamata	Violaceae
Rinorea sylvatica	Violaceae
Rinorea ulmifolia	Violaceae
Rinorea viridifolia	Violaceae
Rinorea welwitschii	Violaceae
Rinoreocarpus ulei	Violaceae
Ripogonum album	Smilacaceae
Ripogonum elseyanum	Smilacaceae
Ripogonum fawcettianum	Rhipogonaceae
Ripogonum scandens	Smilacaceae
Ristantia pachysperma	Myrtaceae
Ritchiea albersii	Capparaceae
Ritchiea capparoides	Capparaceae
Ritchiea duchesnei	Capparaceae
Ritchiea gossweileri	Capparaceae
Ritchiea insignis	Capparaceae
Ritchiea longipedicellata	Capparaceae
Rivea corymbosa	Convolvulaceae
Rivea hypocrateriformis	Convolvulaceae
Rivina humilis	Phytolaccaceae
Robertia taraxacoides	Sapotaceae
Robinia ambigua	Fabaceae
Robinia coccinea	Fabaceae
Robinia fertilis	Fabaceae
Robinia hispida	Fabaceae
Robinia luxurians	Fabaceae
Robinia neomexicana	Fabaceae
Robinia pseudacacia	Fabaceae
Robinia pseudoacacia	Fabaceae
Robinia pseudo-acacia	Fabaceae
Robinia psuedoacacia	Fabaceae
Robinia viscosa	Fabaceae
Robinsonella mirandae	Malvaceae
Robsonodendron maritimum	Celastraceae
Robynsiophyton vanderystii	Fabaceae
Rochefortia lundellii	Boraginaceae
Rockinghamia angustifolia	Euphorbiaceae
Rodgersia nepalensis	Saxifragaceae
Rodgersia podophylla	Saxifragaceae
Roegneria barbicalla	Poaceae
Roegneria brevipes	Poaceae
Roegneria canina	Poaceae
Roegneria ciliaris	Poaceae
Roegneria hondae	Poaceae
Roegneria japonensis	Poaceae
Roegneria kamoji	Poaceae
Roegneria nutans	Poaceae
Roegneria pendulina	Poaceae
Roegneria semicostata	Poaceae
Roegneria thoroldiana	Poaceae
Roegneria turczaninovii	Poaceae
Roella ciliata	Campanulaceae
Roella incurva	Campanulaceae
Roella triflora	Campanulaceae
Roemeria hybrida	Papaveraceae
Roeperocharis bennettiana	Orchidaceae
Roeperocharis wentzeliana	Orchidaceae
Rogeria adenophylla	Pedaliaceae
Rogeria longiflora	Pedaliaceae
Rogeria petrophila	Pedaliaceae
Rolandra fruticosa	Asteraceae
Roldana ehrenbergiana	Asteraceae
Roldana oaxacana	Asteraceae
Roldana petasitis	Asteraceae
Rollinia annonoides	Annonaceae
Rollinia centrantha	Annonaceae
Rollinia chrysocarpa	Annonaceae
Rollinia cuspidata	Annonaceae
Rollinia dolichopetala	Annonaceae
Rollinia edulis	Annonaceae
Rollinia exsucca	Annonaceae
Rollinia flacaglabra	Annonaceae
Rollinia fosteri	Annonaceae
Rollinia glomerulifera	Annonaceae
Rollinia helosioides	Annonaceae
Rollinia herzogii	Annonaceae
Rollinia hispida	Annonaceae
Rollinia insignis	Annonaceae
Rollinia jimenezii	Annonaceae
Rollinia microsepala	Annonaceae
Rollinia mucosa	Annonaceae
Rollinia multiflora	Annonaceae
Rollinia palida	Annonaceae
Rollinia pittieri	Annonaceae
Rollinia pulchrinervia	Annonaceae
Rollinia resinosa	Annonaceae
